Count of name,Column Labels,,,,,,,,,
Row Labels,Outside Capital City,Within Capital City,Grand Total,,,,,,,
 Suffolk,1,,1,,,,,,,
 Sugar Land,1,,1,,,,,,,
 Sugarcreek,1,,1,,,,,,,
 Sullivan,1,,1,,,,,,,
 Sulphur,2,,2,,,,,,,
 Sulphur Springs,3,,3,,,,,,,
 Summerfield,1,,1,,,,,,,
 Summerville,3,,3,,,,,,,
 Sumter,1,,1,,,,,,,
 Sun City,1,,1,,,,,,,
 Sun City Center,1,,1,,,,,,,
 Sun Prairie,1,,1,,,,,,,
 Sun Valley,2,,2,,,,,,,
 Sunland,2,,2,,,,,,,
 Sunnyvale,4,,4,,,,,,,
 Surprise,9,,9,,,,,,,
 Suwanee,2,,2,,,,,,,
 Swainsboro,1,,1,,,,,,,
 Swanton,1,,1,,,,,,,
 Swartz Creek,1,,1,,,,,,,
 Sweetwater,2,,2,,,,,,,
 Sycamore,1,,1,,,,,,,
 Sykesville,2,,2,,,,,,,
 Sylmar,2,,2,,,,,,,
 Sylva,1,,1,,,,,,,
 Sylvania,1,,1,,,,,,,
 Sylvester,1,,1,,,,,,,
 Syracuse,10,,10,,,,,,,
 Tacoma,10,,10,,,,,,,
 Tallahassee,,16,16,,,,,,,
 Tallmadge,1,,1,,,,,,,
 Tampa,18,,18,,,,,,,
 Tarboro,3,,3,,,,,,,
 Tarpon Springs,1,,1,,,,,,,
 Taunton,2,,2,,,,,,,
 Taylor,6,,6,,,,,,,
 Taylorville,1,,1,,,,,,,
 Tecumseh,3,,3,,,,,,,
 Temecula,2,,2,,,,,,,
 Tempe,11,,11,,,,,,,
 Temple,2,,2,,,,,,,
 Temple City,3,,3,,,,,,,
 Terre Haute,2,,2,,,,,,,
 Terrell,2,,2,,,,,,,
 Terryville,1,,1,,,,,,,
 Texarkana,3,,3,,,,,,,
 Texas City,2,,2,,,,,,,
 The Dalles,2,,2,,,,,,,
 Thermopolis,2,,2,,,,,,,
 Thibodaux,3,,3,,,,,,,
 Thief River Falls,1,,1,,,,,,,
 Thomaston,1,,1,,,,,,,
 Thomasville,4,,4,,,,,,,
 Thomson,1,,1,,,,,,,
 Thousand Oaks,2,,2,,,,,,,
 Thurmont,2,,2,,,,,,,
 Ticonderoga,1,,1,,,,,,,
 Timmonsville,1,,1,,,,,,,
 Titusville,2,,2,,,,,,,
 Tivoli,1,,1,,,,,,,
 Toccoa,1,,1,,,,,,,
 Toledo,14,,14,,,,,,,
 Tomah,2,,2,,,,,,,
 Tomball,1,,1,,,,,,,
 Toms River,2,,2,,,,,,,
 Tonawanda,1,,1,,,,,,,
 Topeka,,1,1,,,,,,,
 Toronto,1,,1,,,,,,,
 Torrance,8,,8,,,,,,,
 Townsend,1,,1,,,,,,,
 Towson,4,,4,,,,,,,
 Tracy,1,,1,,,,,,,
 Traverse City,5,,5,,,,,,,
 Trenton,5,1,6,,,,,,,
 Trexlertown,1,,1,,,,,,,
 Triadelphia,1,,1,,,,,,,
 Troutdale,1,,1,,,,,,,
 Troutman,1,,1,,,,,,,
 Troutville,1,,1,,,,,,,
 Troy,6,,6,,,,,,,
 Tualatin,1,,1,,,,,,,
 Tucker,3,,3,,,,,,,
 Tucson,33,,33,,,,,,,
 Tujunga,1,,1,,,,,,,
 Tulare,4,,4,,,,,,,
 Tullahoma,2,,2,,,,,,,
 Tulsa,18,,18,,,,,,,
 Tupelo,3,,3,,,,,,,
 Turlock,4,,4,,,,,,,
 Tuscola,1,,1,,,,,,,
 Tustin,2,,2,,,,,,,
 Twin Falls,2,,2,,,,,,,
 Twinsburg,1,,1,,,,,,,
 Two Harbors,1,,1,,,,,,,
 Two Rivers,1,,1,,,,,,,
 Tyler,5,,5,,,,,,,
 Ulysses,1,,1,,,,,,,
 Umatilla,1,,1,,,,,,,
 Uncasville,1,,1,,,,,,,
 Union,4,,4,,,,,,,
 Union City,5,,5,,,,,,,
 Union Grove,1,,1,,,,,,,
 Uniondale,1,,1,,,,,,,
 Uniontown,4,,4,,,,,,,
 Upland,1,,1,,,,,,,
 Upper Darby,1,,1,,,,,,,
 Upper Marlboro,2,,2,,,,,,,
 Upper Sandusky,3,,3,,,,,,,
 Urbana,5,,5,,,,,,,
 Urbandale,3,,3,,,,,,,
 Utica,7,,7,,,,,,,
 Uvalde,3,,3,,,,,,,
 Uxbridge,1,,1,,,,,,,
 Vacaville,1,,1,,,,,,,
 Valdosta,6,,6,,,,,,,
 Valencia,2,,2,,,,,,,
 Vallejo,3,,3,,,,,,,
 Valley City,1,,1,,,,,,,
 Valparaiso,1,,1,,,,,,,
 Valrico,1,,1,,,,,,,
 Van,1,,1,,,,,,,
 Van Buren,1,,1,,,,,,,
 Van Nuys,9,,9,,,,,,,
 Vancouver,7,,7,,,,,,,
 Vandalia,2,,2,,,,,,,
 Venice,3,,3,,,,,,,
 Ventura,4,,4,,,,,,,
 Veradale,1,,1,,,,,,,
 Vermilion,3,,3,,,,,,,
 Vermillion,1,,1,,,,,,,
 Vernon Hills,1,,1,,,,,,,
 Vero Beach,2,,2,,,,,,,
 Verona,1,,1,,,,,,,
 Vestal,1,,1,,,,,,,
 Victoria,3,,3,,,,,,,
 Victorville,2,,2,,,,,,,
 Vidalia,2,,2,,,,,,,
 Vienna,1,,1,,,,,,,
 Villa Rica,1,,1,,,,,,,
 Ville Platte,1,,1,,,,,,,
 Vincennes,2,,2,,,,,,,
 Vinton,2,,2,,,,,,,
 Virginia Beach,16,,16,,,,,,,
 Viroqua,1,,1,,,,,,,
 Visalia,2,,2,,,,,,,
 Vista,2,,2,,,,,,,
 Wabasha,1,,1,,,,,,,
 Waco,7,,7,,,,,,,
 Waconia,2,,2,,,,,,,
 Wadena,1,,1,,,,,,,
 Wadesboro,1,,1,,,,,,,
 Wadsworth,4,,4,,,,,,,
 Wagoner,1,,1,,,,,,,
 Wahiawā,1,,1,,,,,,,
 Wahpeton,1,,1,,,,,,,
 Waianae,1,,1,,,,,,,
 Wailuku,1,,1,,,,,,,
 Waimanalo,1,,1,,,,,,,
 Walden,1,,1,,,,,,,
 Waldo,1,,1,,,,,,,
 Waldorf,2,,2,,,,,,,
 Walhalla,1,,1,,,,,,,
 Walkersville,1,,1,,,,,,,
 Walla Walla,1,,1,,,,,,,
 Walled Lake,2,,2,,,,,,,
 Waller,1,,1,,,,,,,
 Walnut,1,,1,,,,,,,
 Walnut Creek,1,,1,,,,,,,
 Walnutport,1,,1,,,,,,,
 Walpole,1,,1,,,,,,,
 Walterboro,1,,1,,,,,,,
 Waltham,5,,5,,,,,,,
 Walton,3,,3,,,,,,,
 Wapakoneta,1,,1,,,,,,,
 Warner Robins,6,,6,,,,,,,
 Warren,10,,10,,,,,,,
 Warrensburg,1,,1,,,,,,,
 Warrenton,4,,4,,,,,,,
 Warsaw,3,,3,,,,,,,
 Warwick,1,,1,,,,,,,
 Waseca,1,,1,,,,,,,
 Washington,6,,6,,,,,,,
 Washington Court House,1,,1,,,,,,,
 Waterbury,1,,1,,,,,,,
 Waterford,1,,1,,,,,,,
 Waterloo,4,,4,,,,,,,
 Watertown,6,,6,,,,,,,
 Waterville,2,,2,,,,,,,
 Watsonville,1,,1,,,,,,,
 Wauchula,1,,1,,,,,,,
 Wauconda,2,,2,,,,,,,
 Waukegan,4,,4,,,,,,,
 Waukesha,3,,3,,,,,,,
 Waunakee,1,,1,,,,,,,
 Wausau,2,,2,,,,,,,
 Wauseon,1,,1,,,,,,,
 Wautoma,4,,4,,,,,,,
 Waverly,2,,2,,,,,,,
 Waxahachie,2,,2,,,,,,,
 Waycross,2,,2,,,,,,,
 Wayne,2,,2,,,,,,,
 Waynesboro,3,,3,,,,,,,
 Waynesville,4,,4,,,,,,,
 Wayzata,1,,1,,,,,,,
 Weatherford,8,,8,,,,,,,
 Webster,2,,2,,,,,,,
 Weed,1,,1,,,,,,,
 Weedsport,1,,1,,,,,,,
 Weirton,2,,2,,,,,,,
 Welch,1,,1,,,,,,,
 Wellington,1,,1,,,,,,,
 Wellsburg,1,,1,,,,,,,
 Wellsville,1,,1,,,,,,,
 Wendell,1,,1,,,,,,,
 Wentzville,1,,1,,,,,,,
 Weslaco,1,,1,,,,,,,
 West Bend,2,,2,,,,,,,
 West Berlin,1,,1,,,,,,,
 West Boylston,2,,2,,,,,,,
 West Branch,4,,4,,,,,,,
 West Bridgewater,1,,1,,,,,,,
 West Chester,3,,3,,,,,,,
 West Columbia,2,,2,,,,,,,
 West Covina,3,,3,,,,,,,
 West Des Moines,2,,2,,,,,,,
 West Frankfort,1,,1,,,,,,,
 West Haverstraw,1,,1,,,,,,,
 West Jordan,1,,1,,,,,,,
 West Lafayette,2,,2,,,,,,,
 West Linn,3,,3,,,,,,,
 West Mifflin,1,,1,,,,,,,
 West Monroe,1,,1,,,,,,,
 West Nyack,1,,1,,,,,,,
 West Palm Beach,2,,2,,,,,,,
 West Plains,1,,1,,,,,,,
 West Sacramento,2,,2,,,,,,,
 West Salem,1,,1,,,,,,,
 West Springfield,1,,1,,,,,,,
 West Valley City,1,,1,,,,,,,
 Westborough,1,,1,,,,,,,
 Westbury,2,,2,,,,,,,
 Westchester,1,,1,,,,,,,
 Westernport,1,,1,,,,,,,
 Westerville,3,,3,,,,,,,
 Westfield,2,,2,,,,,,,
 Westlake Village,1,,1,,,,,,,
 Westland,1,,1,,,,,,,
 Westminster,4,,4,,,,,,,
 Westover,1,,1,,,,,,,
 Wexford,1,,1,,,,,,,
 Wharton,1,,1,,,,,,,
 Wheat Ridge,1,,1,,,,,,,
 Wheatland,1,,1,,,,,,,
 Wheaton,2,,2,,,,,,,
 Wheelersburg,1,,1,,,,,,,
 Wheeling,1,,1,,,,,,,
 White City,1,,1,,,,,,,
 White Hall,1,,1,,,,,,,
 White House,4,,4,,,,,,,
 White Lake,2,,2,,,,,,,
 Whitefish,2,,2,,,,,,,
 Whitehall,5,,5,,,,,,,
 Whitehouse,2,,2,,,,,,,
 Whiteland,1,,1,,,,,,,
 Whitestone,1,,1,,,,,,,
 Whitestown,1,,1,,,,,,,
 Whiting,2,,2,,,,,,,
 Whitinsville,1,,1,,,,,,,
 Whitmore Lake,1,,1,,,,,,,
 Whitney Point,1,,1,,,,,,,
 Whitsett,1,,1,,,,,,,
 Whittier,5,,5,,,,,,,
 Wichita,11,,11,,,,,,,
 Wichita Falls,4,,4,,,,,,,
 Wickenburg,1,,1,,,,,,,
 Wickliffe,1,,1,,,,,,,
 Wilburton,1,,1,,,,,,,
 Wildomar,1,,1,,,,,,,
 Wildwood,1,,1,,,,,,,
 Williams,1,,1,,,,,,,
 Williamsburg,4,,4,,,,,,,
 Williamsport,2,,2,,,,,,,
 Williamston,1,,1,,,,,,,
 Williamstown,2,,2,,,,,,,
 Willis,1,,1,,,,,,,
 Williston,3,,3,,,,,,,
 Willmar,3,,3,,,,,,,
 Willoughby,1,,1,,,,,,,
 Willow Grove,1,,1,,,,,,,
 Willows,2,,2,,,,,,,
 Wilmington,9,,9,,,,,,,
 Wilson,2,,2,,,,,,,
 Wilsonville,1,,1,,,,,,,
 Winamac,2,,2,,,,,,,
 Winchendon,1,,1,,,,,,,
 Winchester,6,,6,,,,,,,
 Windham,1,,1,,,,,,,
 Windsor,7,,7,,,,,,,
 Windsor Mill,2,,2,,,,,,,
 Winner,1,,1,,,,,,,
 Winnetka,3,,3,,,,,,,
 Winnfield,2,,2,,,,,,,
 Winnsboro,1,,1,,,,,,,
 Winslow,2,,2,,,,,,,
 Winston-Salem,8,,8,,,,,,,
 Winter Haven,1,,1,,,,,,,
 Winter Park,2,,2,,,,,,,
 Winter Springs,3,,3,,,,,,,
 Winterville,1,,1,,,,,,,
 Winthrop,1,,1,,,,,,,
 Wisconsin Dells,3,,3,,,,,,,
 Wisconsin Rapids,2,,2,,,,,,,
 Wixom,3,,3,,,,,,,
 Woburn,4,,4,,,,,,,
 Wood River,2,,2,,,,,,,
 Woodbridge,3,,3,,,,,,,
 Woodburn,1,,1,,,,,,,
 Woodbury,1,,1,,,,,,,
 Woodinville,1,,1,,,,,,,
 Woodland,1,,1,,,,,,,
 Woodland Hills,2,,2,,,,,,,
 Woodstock,5,,5,,,,,,,
 Woodville,1,,1,,,,,,,
 Woodward,2,,2,,,,,,,
 Woonsocket,1,,1,,,,,2.861459969,,11.52173913
 Wooster,6,,6,,,,,,,
 Worcester,2,,2,,,,,3.494336104,,8.679245283
 Worthington,2,,2,,,,,,,
 Wrens,1,,1,,,,,,,
 Wyandotte,1,,1,,,,,,,
 Wylie,3,,3,,,,,,,
 Wyoming,5,,5,,,,,,,
 Wytheville,1,,1,,,,,,,
 Xenia,1,,1,,,,,,,
 Yakima,5,,5,,,,,,,
 Yelm,1,,1,,,,,,,
 Yonkers,3,,3,,,,,,,
 York,8,,8,,,,,,,
 Yorktown,3,,3,,,,,,,
 Yorkville,1,,1,,,,,,,
 Youngstown,10,,10,,,,,,,
 Ypsilanti,2,,2,,,,,,,
 Yucaipa,2,,2,,,,,,,
 Yucca Valley,1,,1,,,,,,,
 Yukon,3,,3,,,,,,,
 Yuma,6,,6,,,,,,,
 Zanesville,4,,4,,,,,,,
 Zebulon,1,,1,,,,,,,
 Zeeland,1,,1,,,,,,,
 Zion,1,,1,,,,,,,
Grand Total,7291,530,7821,,,,,,,
